ID	DOCULECT	CONCEPT	VALUE	FORM	TOKENS
43997	Taiyuan	賤	ʨ.i.ɛ.⁴⁵	ʨ.i.ɛ.⁴⁵	tɕ i/j ɛ ⁴⁵
43998	Hankou	賤	ʨ.i.a.n.³⁵	ʨ.i.a.n.³⁵	tɕ i/j a n ³⁵
43999	Chengdu	賤	ʨ.a.n.¹³	ʨ.a.n.¹³	tɕ a n ¹³
44000	Yangzhou	賤	ʨ.ɪː ⁵⁵	ʨ.ɪː ⁵⁵	tɕ ɪː ⁵⁵
44001	Suzhou	賤	z.ɪ.³¹	z.ɪ.³¹	z ɪ ³¹
44002	Wenzhou	賤	ɦ.i.²²	ɦ.i.²²	ɦ i ²²
44003	Changsha	賤	ʦ.i.eː ⁵⁵	ʦ.i.eː ⁵⁵	ts ieː ⁵⁵
44004	Changsha	賤	ʦ.i.eː ²¹	ʦ.i.eː ²¹	ts ieː ²¹
44005	Shuangfeng	賤	ʣ.aː ³³	ʣ.aː ³³	dz aː ³³
44006	Nanchang	賤	ʨʰ.i.ɛ.n.²¹	ʨʰ.i.ɛ.n.²¹	tɕʰ i/j ɛ n ²¹
44007	Meixian	賤	ʦʰ.i.ɛ.n.⁵²	ʦʰ.i.ɛ.n.⁵²	tsʰ i/j ɛ n ⁵²
44008	Guangzhou	賤	ʧ.i.n.²²	ʧ.i.n.²²	tʃ i n ²²
44009	Xiamen	賤	ʦ.i.a.n.³³	ʦ.i.a.n.³³	ts i/j a n ³³
44010	Xiamen	賤	ʦ.u.aː ³³	ʦ.u.aː ³³	ts uaː ³³
44011	Chaozhou	賤	ʦ.u.aː ¹¹	ʦ.u.aː ¹¹	ts uaː ¹¹
44012	Fuzhou	賤	ʦ.i.e.ŋ.²⁴²	ʦ.i.e.ŋ.²⁴²	ts i/j e ŋ ²⁴²
44013	Shanghai	賤	z.ɪ.¹³	z.ɪ.¹³	z ɪ ¹³
44014	Zhongyuan_Yinyun	賤	ʦ.i.e.n.Q	ʦ.i.e.n.Q	ts i/j e n Q/⁵¹
44015	Beijing	質	tʂ.ʅ.⁵¹	tʂ.ʅ.⁵¹	ʈʂ ʅ ⁵¹
44016	Jinan	質	tʂ.ʅ.²¹³	tʂ.ʅ.²¹³	ʈʂ ʅ ²¹³
44017	Xi_an	質	tʂ.ʅ.²¹	tʂ.ʅ.²¹	ʈʂ ʅ ²¹
44018	Taiyuan	質	ʦ.ə.ʔ.²	ʦ.ə.ʔ.²	ts ə ʔ ²
44019	Hankou	質	ʦ.ɿ.²¹³	ʦ.ɿ.²¹³	ts ɿ ²¹³
44020	Chengdu	質	ʦ.ɿ.³¹	ʦ.ɿ.³¹	ts ɿ ³¹
44021	Yangzhou	質	ʦ.ə.ʔ.⁴	ʦ.ə.ʔ.⁴	ts ə ʔ ⁴
44022	Suzhou	質	ʦ.ɤ.ʔ.⁴	ʦ.ɤ.ʔ.⁴	ts ɤ ʔ ⁴
44023	Wenzhou	質	ʦ.a.i.³²³	ʦ.a.i.³²³	ts ai ³²³
44024	Changsha	質	tʂ.ʅ.²⁴	tʂ.ʅ.²⁴	ʈʂ ʅ ²⁴
44025	Shuangfeng	質	tʂ.ʅ.²³	tʂ.ʅ.²³	ʈʂ ʅ ²³
44026	Nanchang	質	ʦ.ə.t.⁵	ʦ.ə.t.⁵	ts ə t ⁵
44027	Meixian	質	ʦ.ə.t.¹	ʦ.ə.t.¹	ts ə t ¹
44028	Guangzhou	質	ʧ.a.t.⁵	ʧ.a.t.⁵	tʃ a t ⁵
44029	Xiamen	質	ʦ.i.t.³²	ʦ.i.t.³²	ts i t ³²
44030	Chaozhou	質	ʦ.e.ʔ.²¹	ʦ.e.ʔ.²¹	ts e ʔ ²¹
44031	Fuzhou	質	ʦ.e.i.ʔ.²³	ʦ.e.i.ʔ.²³	ts ei ʔ ²³
44032	Shanghai	質	ʦ.ɤ.ʔ.⁵	ʦ.ɤ.ʔ.⁵	ts ɤ ʔ ⁵
44033	Zhongyuan_Yinyun	質	ʧ.i.R¹	ʧ.i.R¹	tʃ i R¹/²¹⁴
44034	Beijing	賬	tʂ.a.ŋ.⁵¹	tʂ.a.ŋ.⁵¹	ʈʂ a ŋ ⁵¹
44035	Jinan	賬	tʂ.a.ŋ.²¹	tʂ.a.ŋ.²¹	ʈʂ a ŋ ²¹
44036	Xi_an	賬	tʂ.a.ŋ.⁵⁵	tʂ.a.ŋ.⁵⁵	ʈʂ a ŋ ⁵⁵
44037	Taiyuan	賬	ʦ.ɒː ⁴⁵	ʦ.ɒː ⁴⁵	ts ɒː ⁴⁵
44038	Hankou	賬	ʦ.a.ŋ.³⁵	ʦ.a.ŋ.³⁵	ts a ŋ ³⁵
44039	Chengdu	賬	ʦ.a.ŋ.¹³	ʦ.a.ŋ.¹³	ts a ŋ ¹³
44040	Yangzhou	賬	ʦ.ɑ.ŋ.⁵⁵	ʦ.ɑ.ŋ.⁵⁵	ts ɑ ŋ ⁵⁵
44041	Suzhou	賬	ʦ.a.ŋ.⁴¹²	ʦ.a.ŋ.⁴¹²	ts a ŋ ⁴¹²
44042	Wenzhou	賬	ʨ.i.⁴²	ʨ.i.⁴²	tɕ i ⁴²
44043	Changsha	賬	tʂ.a.n.⁵⁵	tʂ.a.n.⁵⁵	ʈʂ a n ⁵⁵
44044	Shuangfeng	賬	t.a.ŋ.³⁵	t.a.ŋ.³⁵	t a ŋ ³⁵
44045	Nanchang	賬	ʦ.ɔ.ŋ.⁴⁵	ʦ.ɔ.ŋ.⁴⁵	ts ɔ ŋ ⁴⁵
44046	Meixian	賬	ʦ.ɔ.ŋ.⁵²	ʦ.ɔ.ŋ.⁵²	ts ɔ ŋ ⁵²
44047	Guangzhou	賬	ʧ.œ.ŋ.³³	ʧ.œ.ŋ.³³	tʃ œ ŋ ³³
44048	Xiamen	賬	ʦ.i.ɔ.ŋ.¹¹	ʦ.i.ɔ.ŋ.¹¹	ts i/j ɔ ŋ ¹¹
44049	Chaozhou	賬	ʦ.i.a.ŋ.²¹³	ʦ.i.a.ŋ.²¹³	ts i/j a ŋ ²¹³
44050	Fuzhou	賬	t.u.ɔ.ŋ.²¹³	t.u.ɔ.ŋ.²¹³	t u/w ɔ ŋ ²¹³
44070	Beijing	賴	l.a.i.⁵¹	l.a.i.⁵¹	l ai ⁵¹
44071	Jinan	賴	l.ɛ.²¹	l.ɛ.²¹	l ɛ ²¹
44072	Xi_an	賴	l.ɛ.⁵⁵	l.ɛ.⁵⁵	l ɛ ⁵⁵
44073	Taiyuan	賴	l.a.i.⁴⁵	l.a.i.⁴⁵	l ai ⁴⁵
44074	Hankou	賴	n.a.i.³⁵	n.a.i.³⁵	n ai ³⁵
44075	Chengdu	賴	n.a.i.¹³	n.a.i.¹³	n ai ¹³
44076	Yangzhou	賴	l.ɛ.⁵⁵	l.ɛ.⁵⁵	l ɛ ⁵⁵
44077	Suzhou	賴	l.E.³¹	l.E.³¹	l ᴇ/ɛ ³¹
44078	Suzhou	賴	l.ɒ.³¹	l.ɒ.³¹	l ɒ ³¹
44079	Wenzhou	賴	l.a.²²	l.a.²²	l a ²²
44080	Changsha	賴	n.a.i.²¹	n.a.i.²¹	n ai ²¹
44081	Shuangfeng	賴	n.a.³³	n.a.³³	n a ³³
44082	Nanchang	賴	l.a.i.²¹	l.a.i.²¹	l ai ²¹
44083	Meixian	賴	l.a.i.⁵²	l.a.i.⁵²	l ai ⁵²
44084	Guangzhou	賴	l.a:.i.²²	l.a:.i.²²	l aːi ²²
44085	Xiamen	賴	l.u.a.³³	l.u.a.³³	l u/w a ³³
44086	Xiamen	賴	n.a.iː ³³	n.a.iː ³³	n aiː ³³
44087	Chaozhou	賴	l.a.i.³⁵	l.a.i.³⁵	l ai ³⁵
44088	Fuzhou	賴	l.a.i.²⁴²	l.a.i.²⁴²	l ai ²⁴²
44089	Shanghai	賴	l.E.¹³	l.E.¹³	l ᴇ/ɛ ¹³
44090	Zhongyuan_Yinyun	賴	l.a.i.Q	l.a.i.Q	l ai Q/⁵¹
44091	Beijing	賺	tʂ.u.a.n.⁵¹	tʂ.u.a.n.⁵¹	ʈʂ u/w a n ⁵¹
44092	Jinan	賺	tʂ.u.aː ²¹	tʂ.u.aː ²¹	ʈʂ uaː ²¹
44093	Xi_an	賺	pf.aː ⁵⁵	pf.aː ⁵⁵	pf aː ⁵⁵
44094	Taiyuan	賺	ʦ.u.æː ⁴⁵	ʦ.u.æː ⁴⁵	ts uæː ⁴⁵
44095	Hankou	賺	ʦ.u.a.n.³⁵	ʦ.u.a.n.³⁵	ts u/w a n ³⁵
44096	Chengdu	賺	ʦ.u.a.n.¹³	ʦ.u.a.n.¹³	ts u/w a n ¹³
44097	Yangzhou	賺	ʦ.u.ɛː ⁵⁵	ʦ.u.ɛː ⁵⁵	ts uɛː ⁵⁵
44098	Suzhou	賺	z.E.³¹	z.E.³¹	z ᴇ/ɛ ³¹
44099	Wenzhou	賺	ʣ.a.³⁴	ʣ.a.³⁴	dz a ³⁴
44100	Changsha	賺	ʨ.y.a.n.⁵⁵	ʨ.y.a.n.⁵⁵	tɕ y/ɥ a n ⁵⁵
44101	Changsha	賺	ʨ.y.a.n.²¹	ʨ.y.a.n.²¹	tɕ y/ɥ a n ²¹
44102	Shuangfeng	賺	ʣ.u.aː ³³	ʣ.u.aː ³³	dz uaː ³³
44103	Nanchang	賺	ʦʰ.a.n.²¹	ʦʰ.a.n.²¹	tsʰ a n ²¹
44104	Meixian	賺	ʦʰ.ɔ.n.⁵²	ʦʰ.ɔ.n.⁵²	tsʰ ɔ n ⁵²
44105	Guangzhou	賺	ʧ.a:.n.²²	ʧ.a:.n.²²	tʃ aː n ²²
44106	Xiamen	賺	ʦ.a.n.⁵¹	ʦ.a.n.⁵¹	ts a n ⁵¹
44107	Chaozhou	賺	tʰ.a.ŋ.²¹³	tʰ.a.ŋ.²¹³	tʰ a ŋ ²¹³
44108	Fuzhou	賺	tʰ.e.i.ŋ.²¹³	tʰ.e.i.ŋ.²¹³	tʰ ei ŋ ²¹³
44109	Shanghai	賺	z.E.¹³	z.E.¹³	z ᴇ/ɛ ¹³
44110	Zhongyuan_Yinyun	賺	ʧ.a.m.Q	ʧ.a.m.Q	tʃ a m Q/⁵¹
44111	Beijing	購	k.o.u.⁵¹	k.o.u.⁵¹	k ou ⁵¹
44112	Jinan	購	k.o.u.²¹	k.o.u.²¹	k ou ²¹
44113	Xi_an	購	k.o.u.⁵⁵	k.o.u.⁵⁵	k ou ⁵⁵
44114	Taiyuan	購	k.o.u.⁴⁵	k.o.u.⁴⁵	k ou ⁴⁵
44115	Hankou	購	k.o.u.³⁵	k.o.u.³⁵	k ou ³⁵
44116	Chengdu	購	k.ə.u.¹³	k.ə.u.¹³	k əu ¹³
44117	Yangzhou	購	k.ɤ.ɯ.⁵⁵	k.ɤ.ɯ.⁵⁵	k ɤɯ ⁵⁵
44118	Suzhou	購	k.ø.y.⁴¹²	k.ø.y.⁴¹²	k øy ⁴¹²
44119	Wenzhou	購	k.ə.u.⁴²	k.ə.u.⁴²	k əu ⁴²
44120	Changsha	購	k.ɤ.u.⁵⁵	k.ɤ.u.⁵⁵	k ɤu ⁵⁵
44121	Shuangfeng	購	k.i.e.³⁵	k.i.e.³⁵	k i/j e ³⁵
44122	Nanchang	購	k.i.ɛ.u.⁴⁵	k.i.ɛ.u.⁴⁵	k i/j ɛu ⁴⁵
44123	Meixian	購	k.ɛ.u.⁵²	k.ɛ.u.⁵²	k ɛu ⁵²
44124	Guangzhou	購	k.a.u.³³	k.a.u.³³	k au ³³
44125	Xiamen	購	k.ɔ.¹¹	k.ɔ.¹¹	k ɔ ¹¹
44126	Chaozhou	購	k.o.u.²¹³	k.o.u.²¹³	k ou ²¹³
44127	Fuzhou	購	k.a.u.²¹³	k.a.u.²¹³	k au ²¹³
44128	Beijing	賽	s.a.i.⁵¹	s.a.i.⁵¹	s ai ⁵¹
44129	Jinan	賽	s.ɛ.²¹	s.ɛ.²¹	s ɛ ²¹
44130	Xi_an	賽	s.ɛ.⁵⁵	s.ɛ.⁵⁵	s ɛ ⁵⁵
44131	Taiyuan	賽	s.a.i.⁴⁵	s.a.i.⁴⁵	s ai ⁴⁵
44132	Hankou	賽	s.a.i.³⁵	s.a.i.³⁵	s ai ³⁵
44133	Chengdu	賽	s.a.i.¹³	s.a.i.¹³	s ai ¹³
44134	Yangzhou	賽	s.ɛ.⁵⁵	s.ɛ.⁵⁵	s ɛ ⁵⁵
44135	Suzhou	賽	s.E.⁴¹²	s.E.⁴¹²	s ᴇ/ɛ ⁴¹²
44136	Wenzhou	賽	s.E.⁴²	s.E.⁴²	s ᴇ/ɛ ⁴²
44137	Changsha	賽	s.a.i.⁵⁵	s.a.i.⁵⁵	s ai ⁵⁵
44138	Shuangfeng	賽	s.u.e.³⁵	s.u.e.³⁵	s u/w e ³⁵
44139	Nanchang	賽	s.a.i.⁴⁵	s.a.i.⁴⁵	s ai ⁴⁵
44140	Meixian	賽	s.ɔ.i.⁵²	s.ɔ.i.⁵²	s ɔi ⁵²
44141	Guangzhou	賽	ʧʰ.ɔ.i.³³	ʧʰ.ɔ.i.³³	tʃʰ ɔi ³³
44142	Xiamen	賽	s.a.i.¹¹	s.a.i.¹¹	s ai ¹¹
44143	Chaozhou	賽	s.a.i.²¹³	s.a.i.²¹³	s ai ²¹³
44144	Fuzhou	賽	s.u.e.i.²¹³	s.u.e.i.²¹³	s u/w ei ²¹³
44145	Shanghai	賽	s.E.³⁵/⁵⁵	s.E.³⁵/⁵⁵	s ᴇ/ɛ ³⁵/⁵⁵
44146	Zhongyuan_Yinyun	賽	s.a.i.Q	s.a.i.Q	s ai Q/⁵¹
44147	Beijing	贈	ʦ.ə.ŋ.⁵¹	ʦ.ə.ŋ.⁵¹	ts ə ŋ ⁵¹
44148	Jinan	贈	ʦ.ə.ŋ.²¹	ʦ.ə.ŋ.²¹	ts ə ŋ ²¹
44149	Xi_an	贈	ʦ.ə.ŋ.⁵⁵	ʦ.ə.ŋ.⁵⁵	ts ə ŋ ⁵⁵
44150	Taiyuan	贈	ʦ.ə.ŋ.⁴⁵	ʦ.ə.ŋ.⁴⁵	ts ə ŋ ⁴⁵
44151	Hankou	贈	ʦ.ə.n.³⁵	ʦ.ə.n.³⁵	ts ə n ³⁵
44152	Chengdu	贈	ʦ.ə.n.¹³	ʦ.ə.n.¹³	ts ə n ¹³
44153	Yangzhou	贈	ʦ.ə.n.²¹	ʦ.ə.n.²¹	ts ə n ²¹
44154	Suzhou	贈	z.ə.n.³¹	z.ə.n.³¹	z ə n ³¹
44155	Wenzhou	贈	z.a.ŋ.²²	z.a.ŋ.²²	z a ŋ ²²
44156	Changsha	贈	ʦ.ə.n.⁵⁵	ʦ.ə.n.⁵⁵	ts ə n ⁵⁵
44157	Shuangfeng	贈	ʨʰ.i.ɛː ³⁵	ʨʰ.i.ɛː ³⁵	tɕʰ iɛː ³⁵
44158	Nanchang	贈	ʦʰ.ɛ.n.²¹	ʦʰ.ɛ.n.²¹	tsʰ ɛ n ²¹
44159	Meixian	贈	ʦ.ɛ.n.⁵²	ʦ.ɛ.n.⁵²	ts ɛ n ⁵²
44160	Guangzhou	贈	ʧ.a.ŋ.²²	ʧ.a.ŋ.²²	tʃ a ŋ ²²
44161	Xiamen	贈	ʦ.ɪ.ŋ.³³	ʦ.ɪ.ŋ.³³	ts ɪ ŋ ³³
44162	Chaozhou	贈	ʦ.a.ŋ.¹¹	ʦ.a.ŋ.¹¹	ts a ŋ ¹¹
44163	Fuzhou	贈	ʦ.a.i.ŋ.²⁴²	ʦ.a.i.ŋ.²⁴²	ts ai ŋ ²⁴²
44164	Shanghai	贈	ʦ.ə.ŋ.⁵³	ʦ.ə.ŋ.⁵³	ts ə ŋ ⁵³
44165	Zhongyuan_Yinyun	贈	ʦ.ə.ŋ.Q	ʦ.ə.ŋ.Q	ts ə ŋ Q/⁵¹
44166	Beijing	贊	ʦ.a.n.⁵¹	ʦ.a.n.⁵¹	ts a n ⁵¹
44167	Jinan	贊	ʦ.aː ²¹	ʦ.aː ²¹	ts aː ²¹
44168	Xi_an	贊	ʦ.aː ⁵⁵	ʦ.aː ⁵⁵	ts aː ⁵⁵
44169	Taiyuan	贊	ʦ.æː ⁴⁵	ʦ.æː ⁴⁵	ts æː ⁴⁵
44170	Hankou	贊	ʦ.a.n.³⁵	ʦ.a.n.³⁵	ts a n ³⁵
44171	Chengdu	贊	ʦ.a.n.¹³	ʦ.a.n.¹³	ts a n ¹³
44172	Yangzhou	贊	ʦ.ɛː ⁵⁵	ʦ.ɛː ⁵⁵	ts ɛː ⁵⁵
44173	Suzhou	贊	ʦ.E.⁴¹²	ʦ.E.⁴¹²	ts ᴇ/ɛ ⁴¹²
44174	Wenzhou	贊	ʦ.a.⁴²	ʦ.a.⁴²	ts a ⁴²
44175	Changsha	贊	ʦ.a.n.⁵⁵	ʦ.a.n.⁵⁵	ts a n ⁵⁵
44176	Shuangfeng	贊	ʦ.aː ³⁵	ʦ.aː ³⁵	ts aː ³⁵
44177	Nanchang	贊	ʦ.a.n.⁴⁵	ʦ.a.n.⁴⁵	ts a n ⁴⁵
44178	Meixian	贊	ʦ.a.n.⁵²	ʦ.a.n.⁵²	ts a n ⁵²
44179	Guangzhou	贊	ʧ.a:.n.³³	ʧ.a:.n.³³	tʃ aː n ³³
44180	Xiamen	贊	ʦ.a.n.¹¹	ʦ.a.n.¹¹	ts a n ¹¹
44181	Chaozhou	贊	ʦ.a.ŋ.²¹³	ʦ.a.ŋ.²¹³	ts a ŋ ²¹³
44182	Fuzhou	贊	ʦ.a.ŋ.²¹³	ʦ.a.ŋ.²¹³	ts a ŋ ²¹³
44183	Shanghai	贊	ʦ.E.³⁵/⁵⁵	ʦ.E.³⁵/⁵⁵	ts ᴇ/ɛ ³⁵/⁵⁵
44184	Zhongyuan_Yinyun	贊	ʦ.a.n.Q	ʦ.a.n.Q	ts a n Q/⁵¹
44204	Beijing	贏	.i.ŋ.³⁵	.i.ŋ.³⁵	i ŋ ³⁵
44205	Jinan	贏	.i.ŋ.⁴²	.i.ŋ.⁴²	i ŋ ⁴²
44206	Xi_an	贏	.i.ŋ.²⁴	.i.ŋ.²⁴	i ŋ ²⁴
44207	Taiyuan	贏	.i.ŋ.¹¹	.i.ŋ.¹¹	i ŋ ¹¹
44208	Hankou	贏	.i.n.²¹³	.i.n.²¹³	i n ²¹³
44209	Chengdu	贏	.i.n.³¹	.i.n.³¹	i n ³¹
44210	Yangzhou	贏	.iː ³⁴	.iː ³⁴	iː ³⁴
44211	Suzhou	贏	.i.n.²⁴	.i.n.²⁴	i n ²⁴
44212	Wenzhou	贏	ɦ.i.a.ŋ.³¹	ɦ.i.a.ŋ.³¹	ɦ i/j a ŋ ³¹
44213	Changsha	贏	.i.n.¹³	.i.n.¹³	i n ¹³
44214	Shuangfeng	贏	.i.n.²³	.i.n.²³	i n ²³
44215	Shuangfeng	贏	.i.oː ²³	.i.oː ²³	ioː ²³
44216	Nanchang	贏	.i.a.ŋ.⁴⁵	.i.a.ŋ.⁴⁵	i/j a ŋ ⁴⁵
44217	Meixian	贏	j.a.ŋ.¹¹	j.a.ŋ.¹¹	j a ŋ ¹¹
44218	Guangzhou	贏	j.ɪ.ŋ.²¹	j.ɪ.ŋ.²¹	j ɪ ŋ ²¹
44219	Xiamen	贏	.ɪ.ŋ.²⁴	.ɪ.ŋ.²⁴	ɪ ŋ ²⁴
44220	Xiamen	贏	.i.aː ²⁴	.i.aː ²⁴	iaː ²⁴
44221	Chaozhou	贏	.i.aː ⁵⁵	.i.aː ⁵⁵	iaː ⁵⁵
44222	Fuzhou	贏	.i.ŋ.⁵²	.i.ŋ.⁵²	i ŋ ⁵²
44223	Fuzhou	贏	.i.a.ŋ.⁵²	.i.a.ŋ.⁵²	i/j a ŋ ⁵²
44224	Shanghai	贏	.i.i.ŋ.¹³	.i.i.ŋ.¹³	i/j i ŋ ¹³
44225	Zhongyuan_Yinyun	贏	.i.ə.ŋ.P²	.i.ə.ŋ.P²	i/j ə ŋ P²/⁵⁵
44226	Beijing	贓	ʦ.a.ŋ.⁵⁵	ʦ.a.ŋ.⁵⁵	ts a ŋ ⁵⁵
44227	Jinan	贓	ʦ.a.ŋ.²¹³	ʦ.a.ŋ.²¹³	ts a ŋ ²¹³
44228	Xi_an	贓	ʦ.a.ŋ.²¹	ʦ.a.ŋ.²¹	ts a ŋ ²¹
44229	Taiyuan	贓	ʦ.ɒː ¹¹	ʦ.ɒː ¹¹	ts ɒː ¹¹
44230	Hankou	贓	ʦ.a.ŋ.⁵⁵	ʦ.a.ŋ.⁵⁵	ts a ŋ ⁵⁵
44231	Chengdu	贓	ʦ.a.ŋ.⁴⁴	ʦ.a.ŋ.⁴⁴	ts a ŋ ⁴⁴
44232	Yangzhou	贓	ʦ.ɑ.ŋ.²¹	ʦ.ɑ.ŋ.²¹	ts ɑ ŋ ²¹
44233	Suzhou	贓	ʦ.ɒ.ŋ.⁴⁴	ʦ.ɒ.ŋ.⁴⁴	ts ɒ ŋ ⁴⁴
44234	Wenzhou	贓	ʦ.ɔ.⁴⁴	ʦ.ɔ.⁴⁴	ts ɔ ⁴⁴
44235	Changsha	贓	ʦ.a.n.³³	ʦ.a.n.³³	ts a n ³³
44236	Shuangfeng	贓	ʦ.a.ŋ.⁵⁵	ʦ.a.ŋ.⁵⁵	ts a ŋ ⁵⁵
44237	Meixian	贓	ʦ.ɔ.ŋ.⁴⁴	ʦ.ɔ.ŋ.⁴⁴	ts ɔ ŋ ⁴⁴
44238	Guangzhou	贓	ʧ.ɔ.ŋ.⁵³/⁵⁵	ʧ.ɔ.ŋ.⁵³/⁵⁵	tʃ ɔ ŋ ⁵³/⁵⁵
44239	Xiamen	贓	ʦ.ɔ.ŋ.⁵⁵	ʦ.ɔ.ŋ.⁵⁵	ts ɔ ŋ ⁵⁵
44240	Chaozhou	贓	ʦ.a.ŋ.³³	ʦ.a.ŋ.³³	ts a ŋ ³³
44241	Fuzhou	贓	ʦ.o.u.ŋ.⁴⁴	ʦ.o.u.ŋ.⁴⁴	ts ou ŋ ⁴⁴
44242	Shanghai	贓	ʦ.ɒː ⁵³	ʦ.ɒː ⁵³	ts ɒː ⁵³
44243	Zhongyuan_Yinyun	贓	ʦ.a.ŋ.P	ʦ.a.ŋ.P	ts a ŋ P/⁵⁵
44244	Beijing	贖	ʂ.u.³⁵	ʂ.u.³⁵	ʂ u ³⁵
44245	Jinan	贖	ʂ.u.⁴²	ʂ.u.⁴²	ʂ u ⁴²
44246	Xi_an	贖	s.o.u.²⁴	s.o.u.²⁴	s ou ²⁴
44247	Xi_an	贖	f.u.²⁴	f.u.²⁴	f u ²⁴
44248	Taiyuan	贖	s.u.ə.ʔ.⁵⁴	s.u.ə.ʔ.⁵⁴	s u/w ə ʔ ⁵⁴
44249	Hankou	贖	s.o.u.²¹³	s.o.u.²¹³	s ou ²¹³
44250	Chengdu	贖	ɕ.y.o.³¹	ɕ.y.o.³¹	ɕ y/ɥ o ³¹
44251	Chengdu	贖	s.u.³¹	s.u.³¹	s u ³¹
44252	Yangzhou	贖	s.ɔ.ʔ.⁴	s.ɔ.ʔ.⁴	s ɔ ʔ ⁴
44253	Suzhou	贖	z.o.ʔ.⁴	z.o.ʔ.⁴	z o ʔ ⁴
44254	Wenzhou	贖	ɦ.y.o.²¹²	ɦ.y.o.²¹²	ɦ y/ɥ o ²¹²
44255	Changsha	贖	ʂ.ɤ.u.²⁴	ʂ.ɤ.u.²⁴	ʂ ɤu ²⁴
44256	Shuangfeng	贖	ɕ.i.ʊ.³⁵	ɕ.i.ʊ.³⁵	ɕ i/j ʊ ³⁵
44257	Nanchang	贖	s.u.k.⁵	s.u.k.⁵	s u k ⁵
44258	Meixian	贖	s.u.k.⁵	s.u.k.⁵	s u k ⁵
44259	Guangzhou	贖	ʃ.u.k.²²/²	ʃ.u.k.²²/²	ʃ u k ²²/²
44260	Xiamen	贖	s.i.ɔ.k.⁵	s.i.ɔ.k.⁵	s i/j ɔ k ⁵
44261	Chaozhou	贖	s.o.k.⁴	s.o.k.⁴	s o k ⁴
44262	Fuzhou	贖	s.y.ʔ.⁴	s.y.ʔ.⁴	s y ʔ ⁴
44263	Shanghai	贖	z.o.ʔ.¹³	z.o.ʔ.¹³	z o ʔ ¹³
44264	Zhongyuan_Yinyun	贖	ʃ.i.u.R²	ʃ.i.u.R²	ʃ i/j u R²/²¹⁴
44265	Beijing	赤	tʂʰ.ʅ.⁵¹	tʂʰ.ʅ.⁵¹	ʈʂʰ ʅ ⁵¹
44266	Jinan	赤	tʂʰ.ʅ.⁵⁵	tʂʰ.ʅ.⁵⁵	ʈʂʰ ʅ ⁵⁵
44267	Xi_an	赤	tʂʰ.ʅ.²¹	tʂʰ.ʅ.²¹	ʈʂʰ ʅ ²¹
44268	Taiyuan	赤	ʦʰ.ə.ʔ.²	ʦʰ.ə.ʔ.²	tsʰ ə ʔ ²
44269	Hankou	赤	ʦʰ.ɿ.²¹³	ʦʰ.ɿ.²¹³	tsʰ ɿ ²¹³
44270	Chengdu	赤	ʦʰ.ɿ.³¹	ʦʰ.ɿ.³¹	tsʰ ɿ ³¹
44271	Yangzhou	赤	ʦʰ.ə.ʔ.⁴	ʦʰ.ə.ʔ.⁴	tsʰ ə ʔ ⁴
44272	Suzhou	赤	ʦʰ.ɤ.ʔ.⁴	ʦʰ.ɤ.ʔ.⁴	tsʰ ɤ ʔ ⁴
44273	Wenzhou	赤	ʦʰ.e.i.ʔ.³²³	ʦʰ.e.i.ʔ.³²³	tsʰ ei ʔ ³²³
44274	Changsha	赤	tʂʰ.ʅ.²⁴	tʂʰ.ʅ.²⁴	ʈʂʰ ʅ ²⁴
44275	Shuangfeng	赤	tʂʰ.ʅ.²³	tʂʰ.ʅ.²³	ʈʂʰ ʅ ²³
44276	Nanchang	赤	ʦʰ.ə.t.⁵	ʦʰ.ə.t.⁵	tsʰ ə t ⁵
44277	Nanchang	赤	ʦʰ.a.k.⁵	ʦʰ.a.k.⁵	tsʰ a k ⁵
44278	Meixian	赤	ʦʰ.a.k.¹	ʦʰ.a.k.¹	tsʰ a k ¹
44279	Guangzhou	赤	ʧ.ɪ.k.³	ʧ.ɪ.k.³	tʃ ɪ k ³
44280	Xiamen	赤	ʦʰ.i.a.ʔ.³²	ʦʰ.i.a.ʔ.³²	tsʰ i/j a ʔ ³²
44281	Chaozhou	赤	ʦʰ.i.a.ʔ.²¹	ʦʰ.i.a.ʔ.²¹	tsʰ i/j a ʔ ²¹
44282	Fuzhou	赤	ʦʰ.e.i.ʔ.²³	ʦʰ.e.i.ʔ.²³	tsʰ ei ʔ ²³
44283	Fuzhou	赤	ʦʰ.i.e.²³	ʦʰ.i.e.²³	tsʰ i/j e ²³
44284	Shanghai	赤	ʦʰ.ɤ.ʔ.⁵	ʦʰ.ɤ.ʔ.⁵	tsʰ ɤ ʔ ⁵
44285	Zhongyuan_Yinyun	赤	ʧʰ.i.R¹	ʧʰ.i.R¹	tʃʰ i R¹/²¹⁴
44286	Beijing	赦	ʂ.ɤ.⁵¹	ʂ.ɤ.⁵¹	ʂ ɤ ⁵¹
44287	Jinan	赦	ʂ.ə.²¹	ʂ.ə.²¹	ʂ ə ²¹
44288	Xi_an	赦	ʂ.ɤ.⁵⁵	ʂ.ɤ.⁵⁵	ʂ ɤ ⁵⁵
44289	Taiyuan	赦	s.ə.⁴⁵	s.ə.⁴⁵	s ə ⁴⁵
44290	Hankou	赦	s.ɤ.³⁵	s.ɤ.³⁵	s ɤ ³⁵
44291	Chengdu	赦	s.e.¹³	s.e.¹³	s e ¹³
