CHARACTER	PINYIN	DOCULECT	VALUE	SEGMENTS	WENBAI_YIDU
辣	là	Xiamen	l.a.t.⁵	l a t ⁵	1
辣	là	Xiamen	l.u.a.t.⁵	l u a t ⁵	1
辣	là	Xiamen	l.u.a.ʔ.⁵	l u a ʔ ⁵	1
辣	là	Chaozhou	l.a.ʔ.⁴	l a ʔ ⁴	1
辣	là	Fuzhou	l.a.ʔ.⁴	l a ʔ ⁴	1
辣	là	Shanghai	l.a.ʔ.¹³	l a ʔ ¹³	1
辣	là	Zhongyuan_Yinyun	l.a.R³	l a R³	1
辦	bàn	Beijing	p.a.n.⁵¹	p a n ⁵¹	1
辦	bàn	Jinan	p.aː ²¹	p aː ²¹	1
辦	bàn	Xi_an	p.aː ⁵⁵	p aː ⁵⁵	1
辦	bàn	Taiyuan	p.æː ⁴⁵	p æː ⁴⁵	1
辦	bàn	Hankou	p.a.n.³⁵	p a n ³⁵	1
辦	bàn	Chengdu	p.a.n.¹³	p a n ¹³	1
辦	bàn	Yangzhou	p.ɛː ⁵⁵	p ɛː ⁵⁵	1
辦	bàn	Suzhou	b.E.³¹	b E ³¹	1
辦	bàn	Wenzhou	b.a.²²	b a ²²	1
辦	bàn	Changsha	p.a.n.⁵⁵	p a n ⁵⁵	1
辦	bàn	Changsha	p.a.n.²¹	p a n ²¹	1
辦	bàn	Shuangfeng	b.aː ³³	b aː ³³	1
辦	bàn	Nanchang	pʰ.a.n.²¹	pʰ a n ²¹	1
辦	bàn	Meixian	pʰ.a.n.⁵²	pʰ a n ⁵²	1
辦	bàn	Guangzhou	p.a:.n.²²	p a: n ²²	1
辦	bàn	Xiamen	p.a.n.³³	p a n ³³	1
辦	bàn	Chaozhou	pʰ.o.iː ¹¹	pʰ o iː ¹¹	1
辦	bàn	Fuzhou	p.e.i.ŋ.²⁴²	p e i ŋ ²⁴²	1
辦	bàn	Shanghai	p.E.¹³	p E ¹³	1
辦	bàn	Zhongyuan_Yinyun	p.a.n.Q	p a n Q	1
辨	biàn	Beijing	p.i.a.n.⁵¹	p i a n ⁵¹	1
辨	biàn	Jinan	p.i.aː ²¹	p i aː ²¹	1
辨	biàn	Xi_an	p.i.aː ⁵⁵	p i aː ⁵⁵	1
辨	biàn	Taiyuan	p.i.ɛ.⁴⁵	p i ɛ ⁴⁵	1
辨	biàn	Hankou	p.i.a.n.³⁵	p i a n ³⁵	1
辨	biàn	Chengdu	p.i.a.n.¹³	p i a n ¹³	1
辨	biàn	Yangzhou	p.ɪː ⁵⁵	p ɪː ⁵⁵	1
辨	biàn	Suzhou	b.ɪ.³¹	b ɪ ³¹	1
辨	biàn	Wenzhou	b.i.³⁴	b i ³⁴	1
辨	biàn	Changsha	p.i.eː ⁵⁵	p i eː ⁵⁵	1
辨	biàn	Shuangfeng	b.ɪː ³³	b ɪː ³³	1
辨	biàn	Nanchang	pʰ.i.ɛ.n.²¹	pʰ i ɛ n ²¹	1
辨	biàn	Meixian	pʰ.i.ɛ.n.⁵²	pʰ i ɛ n ⁵²	1
辨	biàn	Guangzhou	p.i.n.²²	p i n ²²	1
辨	biàn	Xiamen	p.i.a.n.³³	p i a n ³³	1
辨	biàn	Chaozhou	p.i.e.ŋ.³⁵	p i e ŋ ³⁵	1
辨	biàn	Fuzhou	p.i.e.ŋ.²⁴²	p i e ŋ ²⁴²	1
辨	biàn	Shanghai	p.ɪ.¹³	p ɪ ¹³	1
辨	biàn	Zhongyuan_Yinyun	p.i.e.n.Q	p i e n Q	1
辭	cí	Beijing	ʦʰ.ɿ.³⁵	ʦʰ ɿ ³⁵	1
辭	cí	Jinan	ʦʰ.ɿ.⁴²	ʦʰ ɿ ⁴²	1
辭	cí	Xi_an	s.ɿ.²⁴	s ɿ ²⁴	1
辭	cí	Taiyuan	ʦʰ.ɿ.¹¹	ʦʰ ɿ ¹¹	1
辭	cí	Hankou	ʦʰ.ɿ.²¹³	ʦʰ ɿ ²¹³	1
辭	cí	Chengdu	ʦʰ.ɿ.³¹	ʦʰ ɿ ³¹	1
辭	cí	Yangzhou	ʦʰ.ɿ.³⁴	ʦʰ ɿ ³⁴	1
辭	cí	Suzhou	z.ɿ.²⁴	z ɿ ²⁴	1
辭	cí	Wenzhou	z.ɿ.³¹	z ɿ ³¹	1
辭	cí	Changsha	ʦ.ɿ.¹³	ʦ ɿ ¹³	1
辭	cí	Shuangfeng	ʣ.ɿ.²³	ʣ ɿ ²³	1
辭	cí	Nanchang	ʦʰ.ɿ.²⁴	ʦʰ ɿ ²⁴	1
辭	cí	Meixian	ʦʰ.ɿ.¹¹	ʦʰ ɿ ¹¹	1
辭	cí	Guangzhou	ʧʰ.i.²¹	ʧʰ i ²¹	1
辭	cí	Xiamen	s.u.²⁴	s u ²⁴	1
辭	cí	Xiamen	s.i.²⁴	s i ²⁴	1
辭	cí	Chaozhou	s.ɿ.⁵⁵	s ɿ ⁵⁵	1
辭	cí	Fuzhou	s.y.⁵²	s y ⁵²	1
辭	cí	Shanghai	z.ɿ.¹³	z ɿ ¹³	1
辭	cí	Zhongyuan_Yinyun	s.ɿ.P²	s ɿ P²	1
辯	biàn	Beijing	p.i.a.n.⁵¹	p i a n ⁵¹	1
辯	biàn	Jinan	p.i.aː ²¹	p i aː ²¹	1
辯	biàn	Xi_an	p.i.aː ⁵⁵	p i aː ⁵⁵	1
辯	biàn	Taiyuan	p.i.ɛ.⁴⁵	p i ɛ ⁴⁵	1
辯	biàn	Hankou	p.i.a.n.³⁵	p i a n ³⁵	1
辯	biàn	Chengdu	p.i.a.n.¹³	p i a n ¹³	1
辯	biàn	Yangzhou	p.ɪː ⁵⁵	p ɪː ⁵⁵	1
辯	biàn	Suzhou	b.ɪ.³¹	b ɪ ³¹	1
辯	biàn	Wenzhou	b.i.³⁴	b i ³⁴	1
辯	biàn	Changsha	p.i.eː ⁵⁵	p i eː ⁵⁵	1
辯	biàn	Shuangfeng	b.ɪː ³³	b ɪː ³³	1
辯	biàn	Nanchang	pʰ.i.ɛ.n.²¹	pʰ i ɛ n ²¹	1
辯	biàn	Meixian	pʰ.i.ɛ.n.⁵²	pʰ i ɛ n ⁵²	1
辯	biàn	Guangzhou	p.i.n.²²	p i n ²²	1
辯	biàn	Xiamen	p.i.a.n.³³	p i a n ³³	1
辯	biàn	Chaozhou	p.i.e.ŋ.³⁵	p i e ŋ ³⁵	1
辯	biàn	Fuzhou	p.i.e.ŋ.²⁴²	p i e ŋ ²⁴²	1
辰	chén	Beijing	tʂʰ.ə.n.³⁵	tʂʰ ə n ³⁵	1
辰	chén	Jinan	tʂʰ.eː ⁴²	tʂʰ eː ⁴²	1
辰	chén	Xi_an	tʂʰ.eː ²⁴	tʂʰ eː ²⁴	1
辰	chén	Taiyuan	ʦʰ.ə.ŋ.¹¹	ʦʰ ə ŋ ¹¹	1
辰	chén	Hankou	s.ə.n.²¹³	s ə n ²¹³	1
辰	chén	Chengdu	s.ə.n.³¹	s ə n ³¹	1
辰	chén	Yangzhou	ʦʰ.ə.n.³⁴	ʦʰ ə n ³⁴	1
辰	chén	Suzhou	z.ə.n.²⁴	z ə n ²⁴	1
辰	chén	Wenzhou	z.a.ŋ.³¹	z a ŋ ³¹	1
辰	chén	Changsha	ʂ.ə.n.¹³	ʂ ə n ¹³	1
辰	chén	Shuangfeng	ɣ.i.n.²³	ɣ i n ²³	1
辰	chén	Nanchang	s.ə.n.⁴⁵	s ə n ⁴⁵	1
辰	chén	Meixian	s.ə.n.¹¹	s ə n ¹¹	1
辰	chén	Guangzhou	ʃ.a.n.²¹	ʃ a n ²¹	1
辰	chén	Xiamen	s.i.n.²⁴	s i n ²⁴	1
辰	chén	Chaozhou	s.i.ŋ.⁵⁵	s i ŋ ⁵⁵	1
辰	chén	Fuzhou	s.i.ŋ.⁵²	s i ŋ ⁵²	1
辱	rǔ	Beijing	ʐ.u.⁵¹	ʐ u ⁵¹	1
辱	rǔ	Jinan	l.u.⁵⁵	l u ⁵⁵	1
辱	rǔ	Xi_an	ʐ.o.u.⁵³	ʐ o u ⁵³	1
辱	rǔ	Taiyuan	z.u.ə.ʔ.²	z u ə ʔ ²	1
辱	rǔ	Hankou	n.o.u.²¹³	n o u ²¹³	1
辱	rǔ	Chengdu	z.u.³¹	z u ³¹	1
辱	rǔ	Yangzhou	l.ɔ.ʔ.⁴	l ɔ ʔ ⁴	1
辱	rǔ	Suzhou	z.o.ʔ.²³	z o ʔ ²³	1
辱	rǔ	Wenzhou	ɦ.i.u.²¹²	ɦ i u ²¹²	1
辱	rǔ	Changsha	ʐ.ɤ.u.²⁴	ʐ ɤ u ²⁴	1
辱	rǔ	Shuangfeng	.i.ʊ.²³	i ʊ ²³	1
辱	rǔ	Nanchang	l.u.k.⁵	l u k ⁵	1
辱	rǔ	Meixian	j.u.k.⁵	j u k ⁵	1
辱	rǔ	Guangzhou	j.u.k.²²/²	j u k ²²/²	1
辱	rǔ	Xiamen	ʣ.i.ɔ.k.⁵	ʣ i ɔ k ⁵	1
辱	rǔ	Chaozhou	z.o.k.⁴	z o k ⁴	1
辱	rǔ	Fuzhou	.y.ʔ.⁴	y ʔ ⁴	1
辱	rǔ	Shanghai	z.o.ʔ.¹³	z o ʔ ¹³	1
辱	rǔ	Zhongyuan_Yinyun	ʒ.i.u.R³	ʒ i u R³	1
農	nóng	Beijing	n.u.ŋ.³⁵	n u ŋ ³⁵	1
農	nóng	Jinan	n.u.ŋ.⁴²	n u ŋ ⁴²	1
農	nóng	Xi_an	l.o.ŋ.²⁴	l o ŋ ²⁴	1
農	nóng	Taiyuan	n.ə.ŋ.¹¹	n ə ŋ ¹¹	1
農	nóng	Hankou	n.o.ŋ.²¹³	n o ŋ ²¹³	1
農	nóng	Chengdu	n.o.ŋ.³¹	n o ŋ ³¹	1
農	nóng	Yangzhou	n.ɔ.u.ŋ.³⁴	n ɔ u ŋ ³⁴	1
農	nóng	Suzhou	n.o.ŋ.²⁴	n o ŋ ²⁴	1
農	nóng	Wenzhou	n.o.ŋ.³¹	n o ŋ ³¹	1
農	nóng	Changsha	n.o.ŋ.¹³	n o ŋ ¹³	1
農	nóng	Shuangfeng	n.a.ŋ.²³	n a ŋ ²³	1
農	nóng	Shuangfeng	n.ə.n.²³	n ə n ²³	1
農	nóng	Nanchang	l.u.ŋ.⁴⁵	l u ŋ ⁴⁵	1
農	nóng	Meixian	n.u.ŋ.¹¹	n u ŋ ¹¹	1
農	nóng	Guangzhou	n.u.ŋ.²¹	n u ŋ ²¹	1
農	nóng	Xiamen	n.ɔ.ŋ.⁵⁵	n ɔ ŋ ⁵⁵	1
農	nóng	Chaozhou	l.o.ŋ.⁵⁵	l o ŋ ⁵⁵	1
農	nóng	Fuzhou	n.o.u.ŋ.⁵²	n o u ŋ ⁵²	1
農	nóng	Shanghai	n.o.ŋ.¹³	n o ŋ ¹³	1
農	nóng	Zhongyuan_Yinyun	n.u.ŋ.P²	n u ŋ P²	1
迅	xùn	Beijing	ɕ.y.n.⁵¹	ɕ y n ⁵¹	1
迅	xùn	Jinan	ɕ.y.eː ²¹	ɕ y eː ²¹	1
迅	xùn	Xi_an	ɕ.y.eː ⁵⁵	ɕ y eː ⁵⁵	1
迅	xùn	Taiyuan	ɕ.y.ŋ.⁴⁵	ɕ y ŋ ⁴⁵	1
迅	xùn	Hankou	ɕ.i.n.³⁵	ɕ i n ³⁵	1
迅	xùn	Chengdu	ɕ.y.n.¹³	ɕ y n ¹³	1
迅	xùn	Yangzhou	ɕ.y.iː ⁵⁵	ɕ y iː ⁵⁵	1
迅	xùn	Suzhou	s.i.n.⁴¹²	s i n ⁴¹²	1
迅	xùn	Wenzhou	s.a.ŋ.⁴⁵	s a ŋ ⁴⁵	1
迅	xùn	Changsha	s.i.n.⁵⁵	s i n ⁵⁵	1
迅	xùn	Shuangfeng	ɕ.i.n.³⁵	ɕ i n ³⁵	1
迅	xùn	Nanchang	ɕ.y.n.⁴⁵	ɕ y n ⁴⁵	1
迅	xùn	Meixian	s.i.n.⁵²	s i n ⁵²	1
迅	xùn	Guangzhou	ʃ.œ.n.³³	ʃ œ n ³³	1
迅	xùn	Xiamen	s.i.n.¹¹	s i n ¹¹	1
迅	xùn	Chaozhou	s.i.ŋ.²¹³	s i ŋ ²¹³	1
迅	xùn	Fuzhou	s.e.i.ŋ.²¹³	s e i ŋ ²¹³	1
迅	xùn	Shanghai	ɕ.i.ŋ.³⁵/⁵⁵	ɕ i ŋ ³⁵/⁵⁵	1
迅	xùn	Zhongyuan_Yinyun	s.i.ə.n.Q	s i ə n Q	1
迎	yíng	Beijing	.i.ŋ.³⁵	i ŋ ³⁵	1
迎	yíng	Jinan	.i.ŋ.⁴²	i ŋ ⁴²	1
迎	yíng	Xi_an	.i.ŋ.²⁴	i ŋ ²⁴	1
迎	yíng	Taiyuan	.i.ŋ.¹¹	i ŋ ¹¹	1
迎	yíng	Hankou	.i.n.²¹³	i n ²¹³	1
迎	yíng	Chengdu	.i.n.³¹	i n ³¹	1
迎	yíng	Yangzhou	.iː ³⁴	iː ³⁴	1
迎	yíng	Suzhou	ɲ.i.n.²⁴	ɲ i n ²⁴	1
迎	yíng	Wenzhou	ɲ.i.a.ŋ.³¹	ɲ i a ŋ ³¹	1
迎	yíng	Changsha	.i.n.¹³	i n ¹³	1
迎	yíng	Shuangfeng	ɲ.i.n.²³	ɲ i n ²³	1
迎	yíng	Nanchang	.i.n.⁴⁵	i n ⁴⁵	1
迎	yíng	Meixian	ɲ.i.a.ŋ.¹¹	ɲ i a ŋ ¹¹	1
迎	yíng	Guangzhou	j.ɪ.ŋ.²¹	j ɪ ŋ ²¹	1
迎	yíng	Xiamen	g.ɪ.ŋ.²⁴	g ɪ ŋ ²⁴	1
迎	yíng	Xiamen	ŋ.i.aː ²⁴	ŋ i aː ²⁴	1
迎	yíng	Chaozhou	ŋ.e.ŋ.⁵⁵	ŋ e ŋ ⁵⁵	1
迎	yíng	Fuzhou	ŋ.i.ŋ.⁵²	ŋ i ŋ ⁵²	1
迎	yíng	Shanghai	ɲ.i.ŋ.¹³	ɲ i ŋ ¹³	1
迎	yíng	Zhongyuan_Yinyun	.i.ə.ŋ.P²	i ə ŋ P²	1
近	jìn	Beijing	ʨ.i.n.⁵¹	ʨ i n ⁵¹	1
近	jìn	Jinan	ʨ.i.eː ²¹	ʨ i eː ²¹	1
近	jìn	Xi_an	ʨ.i.eː ⁵⁵	ʨ i eː ⁵⁵	1
近	jìn	Taiyuan	ʨ.i.ŋ.⁴⁵	ʨ i ŋ ⁴⁵	1
近	jìn	Hankou	ʨ.i.n.³⁵	ʨ i n ³⁵	1
近	jìn	Chengdu	ʨ.i.n.¹³	ʨ i n ¹³	1
近	jìn	Suzhou	ʥ.i.n.³¹	ʥ i n ³¹	1
近	jìn	Wenzhou	ʥ.i.a.ŋ.³⁴	ʥ i a ŋ ³⁴	1
近	jìn	Changsha	ʨ.i.n.⁵⁵	ʨ i n ⁵⁵	1
近	jìn	Changsha	ʨ.i.n.²¹	ʨ i n ²¹	1
近	jìn	Shuangfeng	ʥ.i.n.³³	ʥ i n ³³	1
近	jìn	Nanchang	ʨʰ.i.n.²¹	ʨʰ i n ²¹	1
近	jìn	Meixian	kʰ.i.u.n.⁵²	kʰ i u n ⁵²	1
近	jìn	Guangzhou	kʰ.a.n.²²	kʰ a n ²²	1
近	jìn	Xiamen	k.u.n.³³	k u n ³³	1
近	jìn	Chaozhou	k.ɯ.ŋ.³⁵	k ɯ ŋ ³⁵	1
近	jìn	Fuzhou	k.ø.y.ŋ.²⁴²	k ø y ŋ ²⁴²	1
近	jìn	Shanghai	ʨ.i.ŋ.¹³	ʨ i ŋ ¹³	1
近	jìn	Zhongyuan_Yinyun	k.i.ə.n.Q	k i ə n Q	1
迫	pò	Beijing	pʰ.o.⁵¹	pʰ o ⁵¹	1
迫	pò	Jinan	pʰ.e.i.⁵⁵	pʰ e i ⁵⁵	1
迫	pò	Xi_an	p.e.i.⁵³	p e i ⁵³	1
迫	pò	Taiyuan	pʰ.i.ɛ.ʔ.²	pʰ i ɛ ʔ ²	1
迫	pò	Hankou	pʰ.ɤ.²¹³	pʰ ɤ ²¹³	1
迫	pò	Chengdu	pʰ.e.³¹	pʰ e ³¹	1
迫	pò	Yangzhou	pʰ.ɔ.ʔ.⁴	pʰ ɔ ʔ ⁴	1
迫	pò	Suzhou	p.ɤ.ʔ.⁴	p ɤ ʔ ⁴	1
迫	pò	Wenzhou	p.a.³²³	p a ³²³	1
迫	pò	Changsha	pʰ.ɤ.²⁴	pʰ ɤ ²⁴	1
迫	pò	Shuangfeng	p.i.ɛ.²³	p i ɛ ²³	1
迫	pò	Nanchang	pʰ.ɛ.t.⁵	pʰ ɛ t ⁵	1
迫	pò	Meixian	p.ɛ.t.¹	p ɛ t ¹	1
迫	pò	Guangzhou	p.ɪ.k.⁵	p ɪ k ⁵	1
迫	pò	Xiamen	p.ɪ.k.³²	p ɪ k ³²	1
迫	pò	Chaozhou	p.e.k.²¹	p e k ²¹	1
迫	pò	Fuzhou	pʰ.a.i.ʔ.²³	pʰ a i ʔ ²³	1
迫	pò	Fuzhou	p.ɵ.y.ʔ.²³	p ɵ y ʔ ²³	1
迫	pò	Shanghai	pʰ.ɤ.ʔ.⁵	pʰ ɤ ʔ ⁵	1
迫	pò	Zhongyuan_Yinyun	p.a.i.R¹	p a i R¹	1
述	shù	Beijing	ʂ.u.⁵¹	ʂ u ⁵¹	1
述	shù	Jinan	ʂ.u.²¹	ʂ u ²¹	1
述	shù	Xi_an	f.u.²⁴	f u ²⁴	1
述	shù	Taiyuan	s.u.ə.ʔ.²	s u ə ʔ ²	1
述	shù	Hankou	ɕ.y.²¹³	ɕ y ²¹³	1
述	shù	Chengdu	s.u.¹³	s u ¹³	1
述	shù	Yangzhou	s.o.ʔ.⁴	s o ʔ ⁴	1
述	shù	Suzhou	z.ɤ.ʔ.²³	z ɤ ʔ ²³	1
述	shù	Wenzhou	ɦ.y.²¹²	ɦ y ²¹²	1
述	shù	Changsha	ɕ.y.²⁴	ɕ y ²⁴	1
述	shù	Shuangfeng	ɕ.y.³⁵	ɕ y ³⁵	1
述	shù	Nanchang	s.ə.t.⁵	s ə t ⁵	1
述	shù	Meixian	s.u.t.⁵	s u t ⁵	1
述	shù	Guangzhou	ʃ.œ.t.²²/²	ʃ œ t ²²/²	1
述	shù	Xiamen	s.u.t.⁵	s u t ⁵	1
述	shù	Chaozhou	s.u.k.⁴	s u k ⁴	1
述	shù	Fuzhou	s.u.ʔ.⁴	s u ʔ ⁴	1
迷	mí	Beijing	m.i.³⁵	m i ³⁵	1
迷	mí	Jinan	m.i.⁴²	m i ⁴²	1
迷	mí	Xi_an	m.i.²⁴	m i ²⁴	1
迷	mí	Taiyuan	m.i.¹¹	m i ¹¹	1
迷	mí	Hankou	m.e.i.²¹³	m e i ²¹³	1
迷	mí	Chengdu	m.i.³¹	m i ³¹	1
迷	mí	Yangzhou	m.i.³⁴	m i ³⁴	1
迷	mí	Suzhou	m.i.²⁴	m i ²⁴	1
迷	mí	Wenzhou	m.e.i.³¹	m e i ³¹	1
迷	mí	Changsha	m.e.i.¹³	m e i ¹³	1
迷	mí	Shuangfeng	m.i.²³	m i ²³	1
迷	mí	Nanchang	m.i.⁴⁵	m i ⁴⁵	1
迷	mí	Meixian	m.i.¹¹	m i ¹¹	1
迷	mí	Guangzhou	m.a.i.²¹	m a i ²¹	1
迷	mí	Xiamen	b.e.²⁴	b e ²⁴	1
迷	mí	Xiamen	b.e.⁵⁵	b e ⁵⁵	1
迷	mí	Chaozhou	m.i.⁵⁵	m i ⁵⁵	1
迷	mí	Fuzhou	m.i.⁵²	m i ⁵²	1
迷	mí	Shanghai	m.i.¹³	m i ¹³	1
迷	mí	Zhongyuan_Yinyun	m.i.P²	m i P²	1
跡	jī	Beijing	ʨ.i.⁵¹	ʨ i ⁵¹	1
跡	jī	Jinan	ʨ.i.²¹³	ʨ i ²¹³	1
跡	jī	Xi_an	ʨ.i.²¹	ʨ i ²¹	1
跡	jī	Taiyuan	ʨ.i.ə.ʔ.²	ʨ i ə ʔ ²	1
跡	jī	Hankou	ʨ.i.²¹³	ʨ i ²¹³	1
跡	jī	Chengdu	ʨ.i.³¹	ʨ i ³¹	1
跡	jī	Yangzhou	ʨ.i.ə.ʔ.⁴	ʨ i ə ʔ ⁴	1
跡	jī	Suzhou	ʦ.i.ɤ.ʔ.⁴	ʦ i ɤ ʔ ⁴	1
跡	jī	Wenzhou	ʦ.e.i.³²³	ʦ e i ³²³	1
跡	jī	Changsha	ʦ.i.²⁴	ʦ i ²⁴	1
跡	jī	Shuangfeng	ʨ.i.²³	ʨ i ²³	1
跡	jī	Nanchang	ʨ.i.t.⁵	ʨ i t ⁵	1
跡	jī	Meixian	ʦ.i.t.¹	ʦ i t ¹	1
跡	jī	Guangzhou	ʧ.ɪ.k.⁵	ʧ ɪ k ⁵	1
跡	jī	Xiamen	ʦ.ɪ.k.³²	ʦ ɪ k ³²	1
跡	jī	Xiamen	ʣ.i.a.ʔ.³²	ʣ i a ʔ ³²	1
跡	jī	Chaozhou	ʦ.i.a.k.²¹	ʦ i a k ²¹	1
跡	jī	Fuzhou	ʦ.e.i.ʔ.²³	ʦ e i ʔ ²³	1
跡	jī	Shanghai	ʦ.ɪ.ʔ.⁵	ʦ ɪ ʔ ⁵	1
追	zhuī	Beijing	tʂ.u.e.i.⁵⁵	tʂ u e i ⁵⁵	1
追	zhuī	Jinan	tʂ.u.e.i.²¹³	tʂ u e i ²¹³	1
追	zhuī	Xi_an	pf.e.i.²¹	pf e i ²¹	1
追	zhuī	Taiyuan	ʦ.u.e.i.¹¹	ʦ u e i ¹¹	1
追	zhuī	Hankou	ʦ.u.e.i.⁵⁵	ʦ u e i ⁵⁵	1
追	zhuī	Chengdu	ʦ.u.e.i.⁴⁴	ʦ u e i ⁴⁴	1
追	zhuī	Yangzhou	ʦ.u.ə.i.²¹	ʦ u ə i ²¹	1
追	zhuī	Suzhou	ʦ.E.⁴⁴	ʦ E ⁴⁴	1
追	zhuī	Wenzhou	ʦ.ɿ.⁴⁴	ʦ ɿ ⁴⁴	1
追	zhuī	Changsha	ʨ.y.e.i.³³	ʨ y e i ³³	1
追	zhuī	Shuangfeng	t.u.i.⁵⁵	t u i ⁵⁵	1
追	zhuī	Nanchang	ʦ.u.i.⁴²	ʦ u i ⁴²	1
追	zhuī	Meixian	ʦ.u.i.⁴⁴	ʦ u i ⁴⁴	1
追	zhuī	Guangzhou	ʧ.œ.y.⁵³/⁵⁵	ʧ œ y ⁵³/⁵⁵	1
追	zhuī	Xiamen	t.u.i.⁵⁵	t u i ⁵⁵	1
追	zhuī	Chaozhou	t.u.i.³³	t u i ³³	1
追	zhuī	Fuzhou	t.u.e.i.⁴⁴	t u e i ⁴⁴	1
追	zhuī	Shanghai	ʦ.ø.⁵³	ʦ ø ⁵³	1
追	zhuī	Zhongyuan_Yinyun	ʧ.u.e.i.P	ʧ u e i P	1
退	tuì	Beijing	tʰ.u.e.i.⁵¹	tʰ u e i ⁵¹	1
退	tuì	Jinan	tʰ.u.e.i.²¹	tʰ u e i ²¹	1
退	tuì	Xi_an	tʰ.u.e.i.⁵⁵	tʰ u e i ⁵⁵	1
退	tuì	Taiyuan	tʰ.u.e.i.⁴⁵	tʰ u e i ⁴⁵	1
退	tuì	Hankou	tʰ.u.e.i.³⁵	tʰ u e i ³⁵	1
退	tuì	Chengdu	tʰ.e.i.¹³	tʰ e i ¹³	1
退	tuì	Yangzhou	tʰ.u.ə.i.⁵⁵	tʰ u ə i ⁵⁵	1
退	tuì	Suzhou	tʰ.E.⁴¹²	tʰ E ⁴¹²	1
退	tuì	Wenzhou	tʰ.a.i.⁴²	tʰ a i ⁴²	1
退	tuì	Changsha	t.e.i.⁵⁵	t e i ⁵⁵	1
退	tuì	Shuangfeng	tʰ.u.e.³⁵	tʰ u e ³⁵	1
退	tuì	Nanchang	tʰ.u.i.²¹³	tʰ u i ²¹³	1
退	tuì	Meixian	tʰ.u.i.⁵²	tʰ u i ⁵²	1
退	tuì	Guangzhou	tʰ.œ.y.³³	tʰ œ y ³³	1
退	tuì	Xiamen	tʰ.u.e.¹¹	tʰ u e ¹¹	1
退	tuì	Xiamen	tʰ.u.i.¹¹	tʰ u i ¹¹	1
退	tuì	Xiamen	tʰ.e.¹¹	tʰ e ¹¹	1
退	tuì	Chaozhou	tʰ.o.²¹³	tʰ o ²¹³	1
退	tuì	Fuzhou	tʰ.ɵ.y.²¹³	tʰ ɵ y ²¹³	1
退	tuì	Shanghai	tʰ.E.³⁵/⁵⁵	tʰ E ³⁵/⁵⁵	1
退	tuì	Zhongyuan_Yinyun	tʰ.u.e.i.Q	tʰ u e i Q	1
送	sòng	Beijing	s.u.ŋ.⁵¹	s u ŋ ⁵¹	1
送	sòng	Jinan	s.u.ŋ.²¹	s u ŋ ²¹	1
送	sòng	Xi_an	s.o.ŋ.⁵⁵	s o ŋ ⁵⁵	1
送	sòng	Taiyuan	s.u.ŋ.⁴⁵	s u ŋ ⁴⁵	1
送	sòng	Hankou	s.o.ŋ.³⁵	s o ŋ ³⁵	1
送	sòng	Chengdu	s.o.ŋ.¹³	s o ŋ ¹³	1
送	sòng	Yangzhou	s.ɔ.u.ŋ.⁵⁵	s ɔ u ŋ ⁵⁵	1
送	sòng	Suzhou	s.o.ŋ.⁴¹²	s o ŋ ⁴¹²	1
送	sòng	Wenzhou	s.o.ŋ.⁴²	s o ŋ ⁴²	1
送	sòng	Changsha	s.o.ŋ.⁵⁵	s o ŋ ⁵⁵	1
送	sòng	Shuangfeng	s.a.ŋ.³⁵	s a ŋ ³⁵	1
送	sòng	Shuangfeng	s.ə.n.³⁵	s ə n ³⁵	1
送	sòng	Nanchang	s.u.ŋ.⁴⁵	s u ŋ ⁴⁵	1
送	sòng	Meixian	s.u.ŋ.⁵²	s u ŋ ⁵²	1
送	sòng	Guangzhou	s.u.ŋ.³³	s u ŋ ³³	1
送	sòng	Xiamen	s.ɔ.ŋ.¹¹	s ɔ ŋ ¹¹	1
送	sòng	Xiamen	s.a.ŋ.¹¹	s a ŋ ¹¹	1
送	sòng	Chaozhou	s.a.ŋ.²¹³	s a ŋ ²¹³	1
送	sòng	Fuzhou	s.o.u.ŋ.²¹³	s o u ŋ ²¹³	1
送	sòng	Fuzhou	s.ɵ.y.ŋ.²¹³	s ɵ y ŋ ²¹³	1
送	sòng	Shanghai	s.o.ŋ.³⁵/⁵⁵	s o ŋ ³⁵/⁵⁵	1
送	sòng	Zhongyuan_Yinyun	s.u.Q	s u Q	1
逃	táo	Beijing	tʰ.a.u.³⁵	tʰ a u ³⁵	1
逃	táo	Jinan	tʰ.ɔ.⁴²	tʰ ɔ ⁴²	1
逃	táo	Xi_an	tʰ.a.u.²⁴	tʰ a u ²⁴	1
逃	táo	Taiyuan	tʰ.a.u.¹¹	tʰ a u ¹¹	1
逃	táo	Hankou	tʰ.a.u.²¹³	tʰ a u ²¹³	1
逃	táo	Chengdu	tʰ.a.u.³¹	tʰ a u ³¹	1
逃	táo	Yangzhou	tʰ.ɔ.³⁴	tʰ ɔ ³⁴	1
逃	táo	Suzhou	d.æ.²⁴	d æ ²⁴	1
逃	táo	Wenzhou	d.ɜ.³¹	d ɜ ³¹	1
逃	táo	Changsha	t.a.u.¹³	t a u ¹³	1
逃	táo	Shuangfeng	d.ə.²³	d ə ²³	1
逃	táo	Nanchang	tʰ.a.u.²⁴	tʰ a u ²⁴	1
逃	táo	Meixian	tʰ.a.u.¹¹	tʰ a u ¹¹	1
逃	táo	Guangzhou	tʰ.o.u.²¹	tʰ o u ²¹	1
逃	táo	Xiamen	t.o.²⁴	t o ²⁴	1
